mileage,price,model,year,description,brand,description_sentiment,description_sentiment_twtr
1 miles,"$3,799 ",Zuma 125,New 2023 Yamaha Scooter,"2023 Yamaha Zuma 125,  4-stroke SOHC single; 4 valves  125cc  52.0mm × 58.7mm  Liquid  11.2:1  Fuel Injection  TCI (Transitor Controlled Ignition)  V-Belt automatic  Telescopic upright fork with 3.2 in. of travel  Disc brake / 245mm / single disc with double-piston caliper?  120/70-12 51L  Dual shock absorber with swingarm with 3.1 in.ches of travel  Disc brake / 230mm / single disc with single-piston caliper?  130/70-12 56L  282 lb.  Team Yamaha Blue, Matte Black",YAM,"[{'label': '4 stars', 'score': 0.29748237133026123}]","[{'label': 'neutral', 'score': 0.943157434463501}]"
,"$9,799 ",MT-09,New 2023 Yamaha Standard,"2023 Yamaha MT-09,  DOHC, inline 3-cylinder; 4 valves per cylinder  890cc  78.0mm x 62.1mm  Liquid  11.5:1  Fuel injection with YCC-T  TCI: Transistor Controlled Ignition  6-speed; multiplate assist and slipper clutch  Chain  41mm inverted fork, adjustable preload, compression and rebound; 5.1 in. travel  Single shock, adjustable preload and rebound damping; 4.8 in. travel  Dual 298mm hydraulic disc; ABS  245mm hydraulic disc; ABS  120/70ZR17M/C  180/55ZR17M/C  56.3 in.  32.5 in.  25.0 deg.  4.3 in.  3.7 gal.  49 MPG  Curb Weight: 417 lb.  Cyan Storm, Matte Raven Black, Team Yamaha Blue",YAM,"[{'label': '5 stars', 'score': 0.43722811341285706}]","[{'label': 'neutral', 'score': 0.9308570027351379}]"
,"$3,799 ",Zuma 125,New 2023 Yamaha Standard,"2023 Yamaha Zuma 125,  4-stroke SOHC single; 4 valves  125cc  52.0mm 58.7mm  Liquid  11.2:1  Fuel Injection  TCI (Transitor Controlled Ignition)  V-Belt automatic  Telescopic upright fork with 3.2 in. of travel  Disc brake / 245mm / single disc with double-piston caliper?  120/70-12 51L  Dual shock absorber with swingarm with 3.1 in.ches of travel  Disc brake / 230mm / single disc with single-piston caliper?  130/70-12 56L  282 lb.  Team Yamaha Blue, Matte Black",YAM,"[{'label': '4 stars', 'score': 0.2769331932067871}]","[{'label': 'neutral', 'score': 0.9428258538246155}]"
,"$9,799 ",MT 09,New 2023 Yamaha Standard,"2023 Yamaha MT 09,  DOHC, inline 3-cylinder; 4 valves per cylinder  890cc  78.0mm x 62.1mm  Liquid  11.5:1  Fuel injection with YCC-T  TCI: Transistor Controlled Ignition  6-speed; multiplate assist and slipper clutch  Chain  41mm inverted fork, adjustable preload, compression and rebound; 5.1 in. travel  Single shock, adjustable preload and rebound damping; 4.8 in. travel  Dual 298mm hydraulic disc; ABS  245mm hydraulic disc; ABS  120/70ZR17M/C  180/55ZR17M/C  56.3 in.  32.5 in.  25.0 deg.  4.3 in.  3.7 gal.  49 MPG  Curb Weight: 417 lb.  Cyan Storm, Matte Raven Black, Team Yamaha Blue",YAM,"[{'label': '5 stars', 'score': 0.43727347254753113}]","[{'label': 'neutral', 'score': 0.9322554469108582}]"
,"$3,799 ",Zuma 125,New 2023 Yamaha Standard,"2023 Yamaha Zuma 125,  4-stroke SOHC single; 4 valves  125cc  52.0mm 58.7mm  Liquid  11.2:1  Fuel Injection  TCI (Transitor Controlled Ignition)  V-Belt automatic  Telescopic upright fork with 3.2 in. of travel  Disc brake / 245mm / single disc with double-piston caliper?  120/70-12 51L  Dual shock absorber with swingarm with 3.1 in.ches of travel  Disc brake / 230mm / single disc with single-piston caliper?  130/70-12 56L  282 lb.  Team Yamaha Blue, Matte Black",YAM,"[{'label': '4 stars', 'score': 0.2769331932067871}]","[{'label': 'neutral', 'score': 0.9428258538246155}]"
,"$9,499 ",MT 09,New 2023 Yamaha Standard,"2023 Yamaha MT 09,  DOHC, inline 3-cylinder; 4 valves per cylinder  890cc  78.0mm x 62.1mm  Liquid  11.5:1  Fuel injection with YCC-T  TCI: Transistor Controlled Ignition  6-speed; multiplate assist and slipper clutch  Chain  41mm inverted fork, adjustable preload, compression and rebound; 5.1 in. travel  Single shock, adjustable preload and rebound damping; 4.8 in. travel  Dual 298mm hydraulic disc; ABS  245mm hydraulic disc; ABS  120/70ZR17M/C  180/55ZR17M/C  56.3 in.  32.5 in.  25.0 deg.  4.3 in.  3.7 gal.  49 MPG  Curb Weight: 417 lb.  Cyan Storm, Matte Raven Black, Team Yamaha Blue",YAM,"[{'label': '5 stars', 'score': 0.43639618158340454}]","[{'label': 'neutral', 'score': 0.9322554469108582}]"
1 miles,"$11,449 ",Ténéré 700,New 2023 Yamaha Sport Touring,"2023 YAMAHA Ténéré 700,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.6180550456047058}]","[{'label': 'neutral', 'score': 0.8149383068084717}]"
,"$3,799 ",Zuma 125,New 2023 Yamaha Standard,"2023 Yamaha Zuma 125,  4-stroke SOHC single; 4 valves  125cc  52.0mm 58.7mm  Liquid  11.2:1  Fuel Injection  TCI (Transitor Controlled Ignition)  V-Belt automatic  Telescopic upright fork with 3.2 in. of travel  Disc brake / 245mm / single disc with double-piston caliper?  120/70-12 51L  Dual shock absorber with swingarm with 3.1 in.ches of travel  Disc brake / 230mm / single disc with single-piston caliper?  130/70-12 56L  282 lb.  Team Yamaha Blue, Matte Black",YAM,"[{'label': '4 stars', 'score': 0.2769331932067871}]","[{'label': 'neutral', 'score': 0.9428258538246155}]"
,"$3,799 ",Zuma 125,New 2023 Yamaha Scooter,,YAM,,
,"$9,199 ",YZF-R7,New 2023 Yamaha Sportbike,,YAM,,
1 miles,"$11,449 ",Ténéré 700,New 2023 Yamaha Sport Touring,"2023 YAMAHA Ténéré 700,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.6180550456047058}]","[{'label': 'neutral', 'score': 0.8149383068084717}]"
,"$5,299 ",TT-R230,  2022 Yamaha Dirt Bike,"2022 YAMAHA TT-R230,",YAM,"[{'label': '3 stars', 'score': 0.22331511974334717}]","[{'label': 'neutral', 'score': 0.8708063364028931}]"
,"$14,999 ",Tracer 9 GT - Liquid Metal,New 2022 Yamaha Sport Touring,"2022 YAMAHA Tracer 9 GT - Liquid Metal,    Top Features",YAM,"[{'label': '5 stars', 'score': 0.6077243089675903}]","[{'label': 'neutral', 'score': 0.7613349556922913}]"
2 miles,"$14,936 ",TRACER 9 GT,New 2022 Yamaha Sport Touring,"2022 YAMAHA TRACER 9 GT,    Top Features",YAM,"[{'label': '5 stars', 'score': 0.6656790971755981}]","[{'label': 'neutral', 'score': 0.6939316987991333}]"
987 miles,"$8,995 ",MT-09,  2022 Yamaha Standard,"2022 YAMAHA MT-09,    Top Features",YAM,"[{'label': '5 stars', 'score': 0.6676726937294006}]","[{'label': 'neutral', 'score': 0.7471872568130493}]"
4 miles,"$14,999 ",Tracer 9 GT,New 2022 Yamaha Sport Touring,"2022 YAMAHA Tracer 9 GT, YAMAHA FINANCING FOR THIS UNIT UNTIL 6/30/232.99% FOR 60 MONTHS OR 3.99% FOR 72 MONTHS !!! (TIER 1&2 CREDIT)   Top Features",YAM,"[{'label': '5 stars', 'score': 0.2646845281124115}]","[{'label': 'positive', 'score': 0.5788677930831909}]"
1 miles,"$14,999 ",Tracer 9 GT,New 2022 Yamaha Sport Touring,"2022 YAMAHA Tracer 9 GT, YAMAHA FINANCING ON THIS UNIT UNTIL 6/30/23 2.99% FOR 60 MONTHS OR 3.99% FO 72 MONTHS   Top Features",YAM,"[{'label': '1 star', 'score': 0.26404932141304016}]","[{'label': 'neutral', 'score': 0.67668217420578}]"
1 miles,"$9,999 ",XSR900,New 2022 Yamaha Standard,"2022 YAMAHA XSR900,    Top Features",YAM,"[{'label': '5 stars', 'score': 0.7096282839775085}]","[{'label': 'neutral', 'score': 0.5639654994010925}]"
,"$14,999 ",TRACER 9 GT,New 2022 Yamaha Sport Touring,"2022 YAMAHA TRACER 9 GT,    Top Features",YAM,"[{'label': '5 stars', 'score': 0.6291946172714233}]","[{'label': 'neutral', 'score': 0.6939316987991333}]"
1 miles,"$3,699 ",Zuma 125,New 2022 Yamaha Moped,"2022 YAMAHA Zuma 125, Advertised pricing excludes applicable taxes title and licensing, dealer set up, A.D.M, destination, reconditioning and are subject to change without notice. Pricing may exclude any added parts, accessories or installation unless otherwise noted. Sale prices include all applicable offers.   Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.2886184751987457}]","[{'label': 'neutral', 'score': 0.9134370684623718}]"
,"$14,999 ",TRACER 9 GT,New 2022 Yamaha Sport Touring,"2022 YAMAHA TRACER 9 GT, SPECIAL YAMAHA FINANCING UNITL 6/30/20232.99% FOR 60 MONTHS AND 3.99% FOR 72 MONTHS (FOR TIER 1&2 CREDIT)   Top Features",YAM,"[{'label': '5 stars', 'score': 0.42756855487823486}]","[{'label': 'neutral', 'score': 0.7015891075134277}]"
,"$14,999 ",Tracer 9 GT,New 2022 Yamaha Sport Touring,"2022 YAMAHA Tracer 9 GT,    Top Features",YAM,"[{'label': '5 stars', 'score': 0.6291946172714233}]","[{'label': 'neutral', 'score': 0.636760413646698}]"
,"$9,499 ",MT-09,New 2022 Yamaha Standard,"2022 YAMAHA MT-09,    Top Features",YAM,"[{'label': '5 stars', 'score': 0.6331222653388977}]","[{'label': 'neutral', 'score': 0.7471872568130493}]"
,"$5,299 ",YZF-R3,New 2022 Yamaha Sportbike,"2022 Yamaha YZF-R3, R World Is CallingLegendary Yamaha superbike styling, advanced twin cylinder engine and ultra-light chassisthe perfect entry into R World.Colors: Team Yamaha Blue, Midnight BlackTop FeaturesSleek R-Series Styling: Featuring flowing bodywork and ergonomics inspired by the MotoGP® YZR-M1, complemented by new colors and graphics, the YZF-R3 is sleek, aerodynamic and refined.High-Revving Supersport Engine: Yamaha's championship-winning technology gives the YZF-R3 a broad spread of power with exciting high-rpm performance.Advanced Suspension: The R3's inverted fork works with a Monocross rear shock to provide exceptional handling, with balanced chassis rigidity, a near 50/50 weight balance, and damping and spring settings designed for a wide range of road conditions.Compact Chassis: With a fully-fueled weight of only 375 pounds and a seat height of only 30.7 inches, the YZF-R3 is ultra-light, nimble and confidence-inspiring on everything from tight city streets to wide-open racetracks.Practical Performance: A range of exclusive technologies ensures the YZF-R3 combines Yamaha's legendary refinement and reliability with thrilling performance, all while sipping fuel at an efficient 56 mpg.Engine FeaturesPotent Twin-Cylinder Powerplant: Yamaha's 321cc liquid-cooled, inline 2-cylinder engine delivers excellent power and performance throughout the rpm range. With a 180-degree crank design and integrated counterbalancer, the layout minimizes vibrations for a smooth, refined engine character.High-Revving Engine Architecture: With a compression ratio of 11.2:1, double overhead cams (DOHC) and four-valve cylinder heads, the YZF-R3 motor is designed for quick-revving performance and high-rpm efficiency to deliver an exciting ride with a broad spread of power.Six-Speed Transmission: A smooth-shifting six-speed gearbox ensures the rider always has the right ratio, whether riding through tight canyon corners or racetrack straightaways.Modern Fuel Injection: Downdraft induction fuel injection system provides easy starting, excellent fuel economy and responsive performance in all conditions.Advanced Cylinder Construction: Yamaha's unique DiASila high-silicon aluminum alloyengine block is   to ensure excellent heat dissipation, with an innovative offset cylinder design that reduces horsepower loss and improves both power and fuel efficiency.Strong, Lightweight Pistons: Forged aluminum pistonsthe same technology   for the YZF- R1mean lighter weight and excellent strength at extreme temperatures, ensuring reliability at higher rpm.Compact Exhaust System: The short muffler design features modern styling and helps to centralize mass, improving agility for ultra-responsive handling.Chassis/Suspension FeaturesInverted Front Fork: The YZF-R3 features an inverted fork with optimized spring and damping setting",YAM,"[{'label': '5 stars', 'score': 0.5866376161575317}]","[{'label': 'positive', 'score': 0.800226628780365}]"
,"$12,990 ",TRACER 9 GT,New 2022 Yamaha Sport Touring,"2022 YAMAHA TRACER 9 GT, FINANCING AVAILABLE!TRADES WELCOME!CALL OR TEXT 360-805-5550www.adventuremotorsports.netADVENTURE MOTORSPORTS320 N. Lewis StMonroe, WA. 98272Did you know? WE NOW CARRY SUNCHASER PONTOON BOATS! WE ARE 1 OF 3 DEALERS (in Washington) SELECTED TO INTRODUCE THE EXCITING NEW SEGWEY LINE OF OFF-ROAD VEHICLES!Also, we now carry KTMs full line of motorcycles. As well as Kawasakis full line of motorcycles, ATVs, Side by sides and Watercraft. That makes a total of 12 DIFFERENT LINES. They are: YAMAHA, KAWASAKI, SUZUKI, ARCTIC CAT, KTM, SUNCHASER, SEGWAY, KYMCO, KAYO, SSR, BENELLI and Textron Off- Road.ON A BUDGET?? We have 2 VALUE PRICED product lines.Plus, we have the LARGEST SELECTION OF CLEAN   MACHINES IN THE NORTHWEST. We have over 500 new and   motorcycles, scooters, ATV's, SXS's, boats, snowmobiles, watercraft, and Utility Vehicles right here for you to choose from. We are the #1 Volume Side by Side dealer in Washington State. We have over 60 to choose from on the premises every day. We offer financing on both new and   vehicles. We will take almost any trade... motorcycles, ATV's, cars, or trucks. Be sure and visit Adventure Motorsports, your adventure begins here. If vehicle is new, price does not include destination and assembly fees. A negotiable documentary service fee of up to $200.00 will be added to the final price.   Top Features",YAM,"[{'label': '5 stars', 'score': 0.37671586871147156}]","[{'label': 'positive', 'score': 0.7562472820281982}]"
1 miles,"$14,999 ",Tracer 9 GT,New 2022 Yamaha Sport Touring,"2022 YAMAHA Tracer 9 GT, SPECIAL YAMAHA FINANCING (FOR TIER 1 & 2 CREDIT) 2.99% FOR 60 MONTHS OR 3.99% FOR 72 MONTHS!ENDS 6/30/23   Top Features",YAM,"[{'label': '5 stars', 'score': 0.373569518327713}]","[{'label': 'neutral', 'score': 0.6514536738395691}]"
,"$14,999 ",Tracer 9 GT,New 2022 Yamaha Sport Touring,"2022 YAMAHA Tracer 9 GT, Cool New Arrival. FOR SALE! Pictures coming soon! #YamahaPowersports #YamahaLetsRide #CapitalPowersports. Our Sales prices do not include state sales tax, vehicle tag/title/registration costs, dealer documentation charge, factory freight and (if applicable) fuel surcharges, and dealer assembly & inspection costs for this vehicle. Contact our sales dept for more detail. Dealer Suggested Retail Price or listed Sale Price includes any factory incentives applicable at time of sale. Note: Sales Team can let you know about similar units or future shipments if this one is sold. 75% of all vehicles are pre-selling before arrival! Zero down / low down finance available for all new vehicles sold at Capital Powersports on approved good credit. Credit problems, no worry, we have options for that too! We have a new state of the Art Service Dept using certified Platinum, Gold, & Silver level powersport technicians for diagnostic, repair, new unit assembly & prep., and inspection facility. All units are inspected by a certified technician before sale. We do not let hourly lot workers assemble our units. Only fully certified technicians, cost us more, but guarantees higher quality and customer satisfaction! Model availability, pricing, equipment, specifications, and photos presented are believed to be accurate to the best of or knowledge and are subject to change without notice. Extended protection plans, Pre-Paid Maintenance plans, Gap, Tire & Wheel, Theft, available on all new vehicles as applicable. Note: For the most accurate information on our vehicles for sale and our great deals go to our website at www.capitalpowersports.com or contact our Sales Team at 919-719-0700 direct for all the details. We are not responsible for incorrect pricing or availability information if you have found this unit on search engine site that is not connected to us directly or the vehicle in store has had a change in factory incentives that are not reflected in this add. Se habla espanol! We buy and take in on trade Motorcycles, Personal Watercraft, ATVs, & UTVs! Find us on Facebook, Google, and Instagram too! info@capitalhps.com[Update: Since early 2020 when the pandemic began, and the subsequent production, supplier, fuel increases and logistical challenges in transportation, costs have continued to rise making it challenging for all dealers in final pricing. Freight costs, and Fuel Surcharges continue to change, so we recommend direct contact with our internet sales or on location sales staff to get the current exact cost information. We NEVER charge more than what the factory charges us to our customers. No inflated fees here! You can view the current factory costs via each manufacture website under model details. Thank you.]",YAM,"[{'label': '1 star', 'score': 0.28969305753707886}]","[{'label': 'neutral', 'score': 0.6025267839431763}]"
,"$14,999 ",TRACER 9 GT,New 2022 Yamaha Sport Touring,"2022 YAMAHA TRACER 9 GT, $14999 MSRP ;- $1500 MSM Discount ;+ $730 OEM Destination Charge ;+ $1515 Added Markup ;= $15744 Total Sale Price *does not include sales tax, documentation fee or licensing. ;We take Trades! We want to buy your current motorcycle, UTV, ATV or other recreation vehicle. Give our sales team a call to discuss how we can get you out of your current vehicle and into a brand new one, 951-687-1300. ; On Sale Price does not include taxes, government fees, CA tire recycling fee, electronic filing charges, or finance charges. Final vehicle sale price may vary and depends on all of these factors. ;If you have any specific pricing questions please call us at 951-687-1300 ;**Clearance price listed is for cash or standard financing only (promotional financing pricing may differ due to OEM rebates), on approved credit. Read and understand owners manual and all product warning prior to using any motor vehicle. The State of California requires a valid M1 drivers license for operation of all on-road motorcycles and scooters. A liability insurance policy is legally required for all street legal vehicles operated on public roadways. The State of California requires a helmet be worn when operating motorcycles and scooters on the street. Malcolm Smith Motorsports recommends a helmet be worn at all times when operating (or riding as passenger on/in) any motor vehicle sold by Malcolm Smith Motorsports. Malcolm Smith Motorsports recommends all riders take a motorcycle, ATV or appropriate vehicle certified safety course. Literature is available upon request.   Top Features",YAM,"[{'label': '1 star', 'score': 0.3671061098575592}]","[{'label': 'neutral', 'score': 0.8620770573616028}]"
,"$7,099 ",YZ125 Monster Energy Yamaha Racing Edition,New 2022 Yamaha Dirt Bike,"2022 Yamaha YZ125 Monster Energy Yamaha Racing Edition,   2022 Yamaha YZ125 Monster Energy Yamaha Racing Edition for sale at Riva Motorsports & Marine Florida Keys Own for as low as  with approved credit. Payment is based on 7.99% APR for 60 months credit approval. Other options available. Contact us to apply.",YAM,"[{'label': '4 stars', 'score': 0.25707435607910156}]","[{'label': 'neutral', 'score': 0.8803717494010925}]"
