mileage,price,BIke name,Types and Used Time,description
,"$2,999 ",DR-Z125L,New 2023 Suzuki Dirt Bike,"Here comes the DR-Z125L to make sure young and smaller stature riders can tackle the dirt. Larger 19-inch front and 16-inch rear tires, as well as a front disc brake, deliver big bike performance to a size-appropriate motorcycle. Here’s the perfect platform to build essential riding skills upon, as the DR-Z125L has a true manual clutch and a five-speed transmission so riders can develop these skills as they advance within the sport of motorcycling. Styled to mirror Suzuki’s Championship-winning RM-Z and RMX models, this DR-Z arrives with a race-oriented look, while the sharp handling and strong low-end and mid-range power provide the get-up-and-go that defines off-road bikes. The bike’s race ready looks prove you can’t judge a book by its cover, because the DR-Z125L is an unassuming, easy to ride package packed with loads of fun."
1 miles,"$8,599 ",Burgman 400,  2023 Suzuki Scooter,"Known as the Elegant Athlete of the scooter world, the 2023 Suzuki Burgman 400 has a unmatched collection of styling, technical, and rider features that affirms its dominance over its competitors. The slim and sharp styling is coated with a new Solid Iron Gray paint scheme with blue wheels that further emphasize the Burgman’s luxury performance appearance."
,"$16,149 ",GSX-R1000,New 2023 Suzuki Sportbike,"Suzuki revolutionized the sportbike category with the introduction of the original GSX-R750 in 1985, and then created another milestone in 2001 with the introduction of the GSX-R1000. Using the lithe chassis of the GSX-R750 and a 988cc inline four-cylinder engine design that Suzuki is renowned for, liter-class Superbike performance became available to riders everywhere."
,"$3,499 ",DR-Z125L,New 2023 Suzuki Dirt Bike,"Here comes the DR-Z125L to make sure young and smaller stature riders can tackle the dirt. Larger 19-inch front and 16-inch rear tires, as well as a front disc brake, deliver big bike performance to a size-appropriate motorcycle. Here’s the perfect platform to build essential riding skills upon, as the DR-Z125L has a true manual clutch and a five-speed transmission so riders can develop these skills as they advance within the sport of motorcycling. Styled to mirror Suzuki’s Championship-winning RM-Z and RMX models, this DR-Z arrives with a race-oriented look, while the sharp handling and strong low-end and mid-range power provide the get-up-and-go that defines off-road bikes. The bike’s race ready looks prove you can’t judge a book by its cover, because the DR-Z125L is an unassuming, easy to ride package packed with loads of fun."
1 miles,"$7,099 ",DR-Z400S,New 2023 Suzuki Dual Sport,"The 2023 DR-Z400S is the latest version of the motorcycle that is the foundation of the modern DualSport movement. Starting with the DR350S and then again with the DR-Z400S, Suzuki makes fun, dependable, and capable motorcycles available to anyone who is ready to take a ride down their favorite off-road trail or ribbon of asphalt."
,"$7,099 ",DR-Z400S,New 2023 Suzuki Dual Sport,"The 2023 DR-Z400S is the latest version of the motorcycle that is the foundation of the modern DualSport movement. Starting with the DR350S and then again with the DR-Z400S, Suzuki makes fun, dependable, and capable motorcycles available to anyone who is ready to take a ride down their favorite off-road trail or ribbon of asphalt."
,"$11,699 ",GSX-R600,New 2023 Suzuki Sportbike,"Suzuki revolutionized the sportbike category with the introduction of the original GSX-R750 in 1985, and later expanded GSX-R lineage with the addition of the GSX-R600. The 2023 GSX-R600 embodies Suzuki’s tradition of blending race-winning capability with impeccable street manners."
3 miles,"$18,799 ",Hayabusa,New 2023 Suzuki Sportbike,"The Suzuki Hayabusa has firmly established its status as motorcycling’s Ultimate Sportbike. The 2023 version of Suzuki’s flagship sportbike is propelled by a muscular, refined inline four-cylinder engine ho  in a proven and thoroughly updated chassis with incomparable manners, managed by an unequaled suite of electronic rider aids within stunning aerodynamic bodywork that is distinctly Hayabusa."
,"$3,499 ",DR-Z125L,New 2023 Suzuki Dirt Bike,2023 DR-Z125L
,"$6,975 ",DR-Z400S,New 2023 Suzuki Standard,CALL SALES 920-788-0220
1 miles,"$7,799 ",DR-Z400SM,New 2023 Suzuki Competition,"MSRP: $7,799"
1 miles,"$6,999 ",DR650S,New 2023 Suzuki Standard,2023 DR650S
1 miles,"$6,999 ",DR650S,New 2023 Suzuki Standard,2023 DR650S
,"$7,799 ",DR-Z400SM,New 2023 Suzuki Competition,"MSRP: $7,799"
1 miles,"$7,099 ",DR-Z400S,New 2023 Suzuki Standard,2023 DR-Z400S
1 miles,"$7,799 ",DR-Z400SM,New 2023 Suzuki Competition,"MSRP: $7,799"
,"$6,975 ",DR-Z400S,New 2023 Suzuki Standard,CALL SALES 920-788-0220
,"$7,099 ",DR-Z400S,New 2023 Suzuki Standard,Mountain Motorsports- Over 50 Years of Great Customer Service!!
,"$3,399 ",DR-Z125 LM2,New 2022 Suzuki Custom,
,"$8,999 ",RM-Z450,New 2022 Suzuki Dirt Bike,"The 2022 RM-Z450 remains the champion’s choice, as its sleek, race-ready appearance, strong engine, and nimble chassis continue the Suzuki tradition of extraordinarily precise handling."
,"$14,499 ",V-Strom 1050XT Adventure,New 2022 Suzuki Standard,"Price does not include tax, fees or dealer added accessories"
,"$2,999 ",RM85,New 2022 Suzuki Dirt Bike,"The 2022 RM85 continues to carry on the powerful tradition of racing excellence in the Suzuki motocross family. The reliable two-stroke engine produces smooth power at any rpm with an emphasis on low- to mid-range performance. Just like its larger RM-Z cousins, the RM85 delivers class-leading handling for both experienced racers and rookie riders alike. With its smooth power delivery and lightweight handling, the RM85 is the perfect motocross bike for anyone learning to race and striving to win!"
,"$4,399 ",RM85,New 2022 Suzuki Dirt Bike,"The 2022 RM85 continues to carry on the powerful tradition of racing excellence in the Suzuki motocross family. The reliable two-stroke engine produces smooth power at any rpm with an emphasis on low- to mid-range performance. Just like its larger RM-Z cousins, the RM85 delivers class-leading handling for both experienced racers and rookie riders alike. With its smooth power delivery and lightweight handling, the RM85 is the perfect motocross bike for anyone learning to race and striving to win!"
,"$4,399 ",RM85,New 2022 Suzuki Dirt Bike,"The 2022 RM85 continues to carry on the powerful tradition of racing excellence in the Suzuki motocross family. The reliable two-stroke engine produces smooth power at any rpm with an emphasis on low- to mid-range performance. Just like its larger RM-Z cousins, the RM85 delivers class-leading handling for both experienced racers and rookie riders alike. With its smooth power delivery and lightweight handling, the RM85 is the perfect motocross bike for anyone learning to race and striving to win!"
1 miles,"$7,999 ",GSX-S750,New 2022 Suzuki Sportbike,GSX-S750 looks better and outperforms its popular predecessor!
1 miles,"$18,599 ",Hayabusa,New 2022 Suzuki Sportbike,The 2022 Suzuki Hayabusa reaffirms its status as motorcycling’s Ultimate Sportbike
"1,960 miles","$7,895 ",Boulevard C50,  2021 Suzuki Cruiser,"The Suzuki Boulevard C50 stamps a bold impression on traditional cruiser styling that includes kicked-out forks and a staggered, chromed, dual exhaust system; the Boulevard C50 turns heads wherever you ride. Its fuel-injected, 50 cubic inch, V-twin engine delivers abundant torque and is engineered for comfort. On the boulevard or the open highway, its spacious riding position and smooth suspension let you cruise comfortably all day long, while its rear suspension delivers the appearance of a classic hardtail."
,"$6,991 ",RM-Z450,  2020 Suzuki Dirt Bike,
"2,672 miles","$9,991 ",GSX-S1000F,  2020 Suzuki Sportbike,
"3,585 miles","$6,999 ",SV650 ABS,  2020 Suzuki Standard,"Suzuki riders struck motorcycling gold when the first SV650 debuted in 1999. Since then, this iconic motorcycle has seen continual improvements while still embodying the sporty personality that only a lively, mid-sized V-twin roadster can deliver."
"1,747 miles","$13,875 ",V-Strom 1050XT,  2020 Suzuki Dual Sport,Introducing the new generation 2020 V-STROM 1050XT. The latest entry into the V-STROM legend is here to help you escape into the wilderness and explore to your heart’s content. A sleek look with the latest features allows for a smooth and comfortable ride. Limitless potential is engineered in so you can continue your adventure without pause.
981 miles,"$6,491 ",Burgman 400,  2019 Suzuki Scooter,"Already renowned as a premium, feature-rich scooter, the Suzuki Burgman 400 is back for 2019 with a special matte blue finish that contains a touch of sparkle equal to its nature. Under the new finish, the Burgman 400 continues to combine exceptional chassis and engine performance with its sleek body to be a distinctively athletic luxury scooter. The 2019 Burgman 400 sets the convenience and performance standard for all mid-sized scooters while maintaining its reputation for luxury and quality. The Burgman 400 delivers Suzuki’s winning combination of style, performance, practicality, convenience, and riding enjoyment."
"1,132 miles","$6,291 ",Burgman 400 ABS,  2018 Suzuki Scooter,"Already renowned as a premium, feature-rich scooter, the Suzuki Burgman 400 is all-new for 2018. The new Burgman 400 retains the key features that made this luxury scooter popular through the years, while combining improved chassis and engine performance with a sleek new, athletic body. The 2018 Burgman 400 establishes a new convenience and performance standard for mid-sized scooters while maintaining its highly regarded reputation for luxury, quality, comfort and running performance. The result is a more desirable Burgman 400 that truly delivers a winning combination of style, performance, practicality, convenience and riding enjoyment."
"5,554 miles","$4,999 ",Boulevard S-40 S40,  2018 Suzuki Cruiser,"2018 Suzuki Boulevard S-40, Here you go. Fun, Great MPG, on this S-40 650 single cylinder thumper in Rich Pearl Splendor Violet. Climb aboard a true classic. Second Picture is what it looked like before adding saddlebags and windsheild at no cost. We will take back off if you like exchange of keeping them or leave as is. Kick back and enjoy the timeless style that made riding synonymous with freedom. It s all about the laid-back stance, broad saddle, and that irresistible rumble that only a cruiser can provide. Blacked-out engine with highlighted cylinder head cooling fins. Blacked-out handlebars, upper fork clamp, headlight shell and other components deliver a bold, custom look. Shiny black finish on the wheel rims is set off by bright, stainless steel spokes. Black lower fork legs and rear fender stays match the wheels black rims, further impressing the S40 s strong style. A large crankshaft delivers more stable power at low revs to ensure smooth running. Narrow frame, teardrop-shape tank, and lots of chrome complete the custom-cruiser look. 652cm3 Single cylinder engine. **Budz offers financing options from Good Credit to Challenging Credit. Please fill out the correct Application that applies to your credit on our web site as it will only delay getting you ridding. Visit us at budzchromenutz.com for all of our High Quality, Low Price, Big Selection Bikes. -Budz offers service on most makes and models***"
