mileage,price,Bike,Types and Used Time,description
5 miles,"$12,999 ",690 ENDURO R,New 2023 KTM Dual Sport,"2023 KTM 690 ENDURO R, Ride from home and feel the adrenaline build while chasing tarmac curves towards your favourite offroad location. No trailer required just twist the throttle of the KTM 690 ENDURO R, which really comes into its own when the dirt begins and the trail gets more extreme. Its lightweight chassis, aggressive styling, and trusted 690 LC4 motor, are enhanced by the latest electronics and WP XPLOR suspension. Master more challenging terrain on this lightweight, high-performance king of versatility.*Price shown is based on the manufacturer's suggested retail price (MSRP) and is subject to change. MSRP excludes destination charges, optional accessories, applicable taxes, installation, setup and / or other dealer cost.*   Engine & Exhaust"
1 miles,"$19,799 ",1290 Super Duke GT,New 2023 KTM Sportbike,"2023 KTM 1290 Super Duke GT, ""Easy Financing Available, Just Click ""Get Financing""    New 2023 KTM 1290 Super Duke GT Motorcycle For Sale In Myrtle Beach, SC  RedLine Powersports Myrtle Beach"
5 miles,"$7,399 ",390 ADVENTURE,New 2023 KTM Dual Sport,"2023 KTM 390 ADVENTURE, Gone are the days when going from A to B. The 2023 KTM 390 ADVENTURE rewrites the rulebook on what the daily commute needs to be. Merging all-road versatility and proven reliability with real-world performance, not to mention adventure-ready spoked wheels, a proven 373 cc powerplant, and a class-leading chassis, the KTM 390 ADVENTURE not only seeks out new adventures - it leaves no path unexplored.*Price shown is based on the manufacturer's suggested retail price (MSRP) and is subject to change. MSRP excludes destination charges, optional accessories, applicable taxes, installation, setup and / or other dealer cost.*   On-Road Confidence"
5 miles,"$13,949 ",890 ADVENTURE,New 2023 KTM Dual Sport,"2023 KTM 890 ADVENTURE, Let's get straight to the point - the KTM 890 ADVENTURE is serious about adventure travel. Updated for 2023, the KTM 890 ADVENTURE brings unmatched rideability on everything from highways to rocky gravel switchbacks. Complete with reworked adjustable suspension, improved seat comfort, and wind protection, the 2023 KTM 890 ADVENTURE is ready to take you to places unknown.*Price shown is based on the manufacturer's suggested retail price (MSRP) and is subject to change. MSRP excludes destination charges, optional accessories, applicable taxes, installation, setup and / or other dealer cost.*   On Tarmac"
5 miles,"$12,999 ",690 ENDURO R,New 2023 KTM Dual Sport,"2023 KTM 690 ENDURO R, Ride from home and feel the adrenaline build while chasing tarmac curves towards your favourite offroad location. No trailer required just twist the throttle of the KTM 690 ENDURO R, which really comes into its own when the dirt begins and the trail gets more extreme.**Financing Available***Price shown is based on selling price average retail value. Excludes Manufacturer warranty Selling price excludes optional accessories, applicable taxes, installation, setup and/or other dealer cost*   Engine & Exhaust"
5 miles,"$20,299 ",1290 SUPER ADVENTURE S,New 2023 KTM Dual Sport,"2023 KTM 1290 SUPER ADVENTURE S, Covering ground quickly and effortlessly is what the KTM 1290 SUPER ADVENTURE S is made for. An Adventure-specced 1,301 cc V-Twin means that entire cross-country journeys are dispatched easily, while Adaptive Cruise Control and Semi-active Suspension together with reworked rider-foc  ergonomics and technology bring agility and long distance comfort to an entirely new level. It's a bold claim, but we'll make it - the KTM 1290 SUPER ADVENTURE S is the new benchmark.*Price shown is based on the manufacturer's suggested retail price (MSRP) and is subject to change. MSRP excludes destination charges, optional accessories, applicable taxes, installation, setup and / or other dealer cost.*   Engine & Exhaust"
,"$3,999 ",65 SX,New 2023 KTM Dirt Bike,"2023 KTM 65 SX, 2023 KTM 65 SX"
5 miles,"$9,199 ",790 DUKE,New 2023 KTM Standard,"2023 KTM 790 DUKE, The KTM 790 DUKE is as surgical as its nickname suggests. With the agility you'd expect from a single, combined with the hard-hitting punch of a twin, the KTM 790 DUKE slices up the road with pinpoint precision. With a 799 cc LC8c parallel twin motor - the most compact in its class - nestled into one of the lightest frames around, the KTM 790 DUKE is all about being fast everywhere, with the corners being its playground.*Price shown is based on the manufacturer's suggested retail price (MSRP) and is subject to change. MSRP excludes destination charges, optional accessories, applicable taxes, installation, setup and / or other dealer cost.*   Engine & Exhaust"
1 miles,"$20,399 ",1290 SUPER DUKE R EVO,New 2023 KTM Standard,"2023 KTM 1290 SUPER DUKE R EVO,    Engine & Exhaust"
,"$7,447 ",450 SX-F,New 2023 KTM Dirt Bike,"2023 KTM 450 SX-F, MSRP/Our price does not include 535 destination.  2023 KTM 450 SX-F"
5 miles,"$7,399 ",390 ADVENTURE,New 2023 KTM Dual Sport,"2023 KTM 390 ADVENTURE, Gone are the days when going from A to B. The 2023 KTM 390 ADVENTURE rewrites the rulebook on what the daily commute needs to be. Merging all-road versatility and proven reliability with real-world performance, not to mention adventure-ready spoked wheels, a proven 373 cc powerplant, and a class-leading chassis, the KTM 390 ADVENTURE not only seeks out new adventures - it leaves no path unexplored.*Price shown is based on the manufacturer's suggested retail price (MSRP) and is subject to change. MSRP excludes destination charges, optional accessories, applicable taxes, installation, setup and / or other dealer cost.*   On-Road Confidence"
,"$12,999 ",690 SMC R ENDURO R,New 2023 KTM Sportbike,"2023 KTM 690 SMC R, 2023 KTM 690 SMC R"
,"$19,799 ",1290 SUPER DUKE GT,New 2023 KTM Sportbike,
,"$12,999 ",690 SMC R ENDURO R,New 2023 KTM Sportbike,"2023 KTM 690 SMC R, 2023 KTM 690 SMC R"
1 miles,"$7,399 ",390 Adventure,New 2023 KTM Dirt Bike,"2023 KTM 390 Adventure, MSRP/Our price does not include 555 destination.  2023 KTM 390 Adventure"
,"$22,999 ",1290 SUPER DUKE GT,New 2023 KTM Sportbike,
,"$12,949 ",890 Duke R,New 2023 KTM Sportbike,"2023 KTM 890 Duke R, 2023 KTM 890 Duke R"
,"$12,999 ",690 SMC R ENDURO R,New 2023 KTM Sportbike,"2023 KTM 690 SMC R, 2023 KTM 690 SMC R"
,"$3,999 ",65 SX,New 2023 KTM Dirt Bike,"2023 KTM 65 SX, 2023 KTM 65 SX"
,"$9,099 ",250 XC,New 2023 KTM Dirt Bike,"2023 KTM 250 XC, 2023 KTM 250 XC / STOCK # TN5743"
,"$8,899 ",450 SX-F,New 2023 KTM Dirt Bike,"2023 KTM 450 SX-F, ASK ABOUT 3.99 FINANCING FOR 60 MONTHS OR $2000 OFF! NO FREIGHT FEES! COME BY CALL OR TEXT BREWER CYCLES TODAY! WE ARE WORTH THE DRIVE! 4 IN STOCK!  2023 KTM 450 SX-F"
,"$3,999 ",65 SX,New 2023 KTM Dirt Bike,"2023 KTM 65 SX, 2023 KTM 65 SX"
,"$15,199 ",890 Adventure R,New 2023 KTM Dirt Bike,"2023 KTM 890 Adventure R, 2023 KTM 890 Adventure R"
2 miles,"$11,299 ",Freeride E-XC,New 2023 KTM Dirt Bike,"2023 KTM Freeride E-XC, 2023 KTM Freeride E-XC"
,"$8,249 ",250 SX-F,New 2023 KTM Dirt Bike,"2023 KTM 250 SX-F, ASK ABOUT 3.99 FINANCING FOR 60 MONTHS OR $1750 OFF! COME BY CALL OR TEXT BREWER CYCLES TODAY! WE ARE WORTH THE DRIVE! 5 in stock!  2023 KTM 250 SX-F"
,"$3,999 ",65 SX,New 2023 KTM Dirt Bike,"2023 KTM 65 SX, 2023 KTM 65 SX"
,"$15,199 ",890 Adventure R,New 2023 KTM Dirt Bike,"2023 KTM 890 Adventure R, 2023 KTM 890 Adventure R"
,"$9,349 ",300 XC,New 2023 KTM Dirt Bike,"2023 KTM 300 XC, ""Easy Financing Available, Just Click ""Get Financing""    New 2023 KTM 300 XC Dirt Bike For Sale In Myrtle Beach, SC  RedLine Powersports Myrtle Beach"
6 miles,"$16,995 ",500 EXC-F,New 2023 KTM Dirt Bike,"2023 KTM 500 EXC-F, Great Deals, easy financing, affordable extended warranties, we ship nation wide (910)-799-6150.  2023 KTM 500 EXC-F"
5 miles,"$12,949 ",890 Duke R,New 2023 KTM Sportbike,"2023 KTM 890 Duke R, 2023 KTM 890 Duke R"
2 miles,"$11,299 ",Freeride E-XC,New 2023 KTM Dirt Bike,"2023 KTM Freeride E-XC, 2023 KTM Freeride E-XC"
,"$15,199 ",890 Adventure R,New 2023 KTM Dirt Bike,"2023 KTM 890 Adventure R, 2023 KTM 890 Adventure R"
,"$11,649 ",450 XCF-W,New 2023 KTM Dirt Bike,"2023 KTM 450 XCF-W, *Price does not include factory freight, dealer handling, applicable tax, license, and up to $200 negotiable document fee.  2023 KTM 450 XCF-W"
,"$3,999 ",65 SX,New 2023 KTM Dirt Bike,"2023 KTM 65 SX, 2023 KTM 65 SX"
1 miles,"$6,399 ",390 Adventure,New 2023 KTM Dirt Bike,"2023 KTM 390 Adventure, ""Easy Financing Available, Just Click ""Get Financing""    New 2023 KTM 390 Adventure Motorcycle For Sale In Myrtle Beach, SC  RedLine Powersports Myrtle Beach"
1 miles,"$4,988 ",65 SX,New 2023 KTM Dirt Bike,"2023 KTM 65 SX, 2023 KTM 65 SX"
,"$7,999 ",250 SX-F,New 2023 KTM Mx,
,"$7,949 ",125 SX,New 2023 KTM Mx,
,"$7,949 ",250 SX,New 2023 KTM Mx,
,"$6,549 ",85 SX 17/14,New 2023 KTM Mx,
5 miles,"$7,399 ",390 ADVENTURE,New 2023 KTM Dual Sport,"2023 KTM 390 ADVENTURE, Gone are the days when going from A to B. The 2023 KTM 390 ADVENTURE rewrites the rulebook on what the daily commute needs to be. Merging all-road versatility and proven reliability with real-world performance, not to mention adventure-ready spoked wheels, a proven 373 cc powerplant, and a class-leading chassis, the KTM 390 ADVENTURE not only seeks out new adventures - it leaves no path unexplored.*Price shown is based on the manufacturer's suggested retail price (MSRP) and is subject to change. MSRP excludes destination charges, optional accessories, applicable taxes, installation, setup and / or other dealer cost.*   On-Road Confidence"
5 miles,"$7,399 ",390 ADVENTURE,New 2023 KTM Dual Sport,"2023 KTM 390 ADVENTURE, *Price shown is based on the manufacturer's suggested retail price (MSRP) and is subject to change. MSRP excludes destination charges, optional accessories, applicable taxes, installation, setup and / or other dealer cost.*   On-Road Confidence"
,"$12,999 ",690 SMC R ENDURO R,New 2023 KTM Competition,
,"$9,199 ",350 SX-F,New 2023 KTM Mx,
,"$12,999 ",690 Enduro R,New 2023 KTM Standard,
,"$4,199 ",50 SX Mini,New 2023 KTM Mx,
,"$4,999 ",65 SX,New 2023 KTM Mx,
,"$4,999 ",65 SX,New 2023 KTM Mx,
,"$20,299 ",1290 Super Adventure S,New 2023 KTM Standard,
,"$9,199 ",790 Duke,New 2023 KTM Sportbike,
,"$7,949 ",125 SX,New 2023 KTM Mx,
888 miles,"$10,990 ",890 Duke GP,  2022 KTM Standard,"2022 KTM 890 Duke GP,"
,"$4,799 ",RC 390,New 2022 KTM Sportbike,"2022 KTM RC 390, OR 3.99% financing for 60 months (for qualifying buyers)  2022 KTM RC 390"
349 miles,"$5,995 ",390 Adventure,  2022 KTM Dual Sport,"2022 KTM 390 Adventure, ***Just In!*** This super clean 2022 KTM 390 Adventure will not disappoint! Only 349 Miles! One Owner! Must See! We can get you on this bike regardless of most credit situations! We have special lease financing options that will allow you to take this bike home today!* Been denied? Give us a call! Clean VinSmart Report Never Down! 390CC Engine 6 Speed Transmission Traction Control ABS All Keys Hand Guards Crash Bars And Much More! Looks Great! Runs Great! Rides Great! NO STORIES! Come visit our all indoor showroom and visit with our friendly veteran owned and operated staff! Trade Ins Welcome! Call for More Info! 480-877-7010 OR IF YOU PREFER, TEXT Bud @ 503-867-1477 for more info! Or Please feel free to email us! Moto A2Z 8743 E Pecos RD #126 Mesa, AZ 85212 Disclaimer: Advertised pricing excludes applicable taxes title and licensing, dealer set up, destination, reconditioning and are subject to change without notice. Pricing may exclude any added parts, accessories or installation unless otherwise noted. Contact dealer for details *O.A.C. Financing subject to credit approval. Not all applicants will qualify. - Tachometer, Fuel Injected, Disc Brakes, ABS - Contact David Bossert at 480-877-7010 or david@motoa2z.com for more information. -"
,"$4,799 ",RC 390,New 2022 KTM Sportbike,"2022 KTM RC 390, OR 3.99% financing for 60 months (for qualifying buyers)  2022 KTM RC 390"
,"$4,799 ",RC 390,New 2022 KTM Sportbike,"2022 KTM RC 390, OR 3.99% financing for 60 months (for qualifying buyers)  2022 KTM RC 390"
,"$4,799 ",RC 390,New 2022 KTM Sportbike,"2022 KTM RC 390, OR 3.99% financing for 60 months (for qualifying buyers)  2022 KTM RC 390"
"3,690 miles","$9,999 ",500 EXC-F,  2022 KTM Dual Sport,"2022 KTM 500 EXC-F, ONLY 3690 MILES, 1-OWNER! WARP 9 SUPER MOTO 17"" WHEELS AND HUBS, WAVE ROTORS, HAND GUARDS, WARP 9 SIDE STAND, FRAME COVERS, WP SUSPENSION, FORK GUARDS, FUEL INJECTED, AND MORE! SUPER CLEAN AND LOADED DUAL SPORT MOTO BIKE!  2022 KTM 500 EXC-F"
,"$4,799 ",RC 390,New 2022 KTM Sportbike,"2022 KTM RC 390, OR 3.99% financing for 60 months (for qualifying buyers)  2022 KTM RC 390"
,"$19,499 ",1290 Super Adventure S,New 2022 KTM Sportbike,"2022 KTM 1290 Super Adventure S, 2022 KTM 1290 Super Adventure S"
"7,020 miles","$3,699 ",200 Duke,  2022 KTM Sportbike,"2022 KTM 200 Duke, 2022 KTM 200 Duke"
39 miles,"$7,795 ",350 SX-F,  2022 KTM Dirt Bike,"2022 KTM 350 SX-F , We have a LOW HOUR 2022 KTM 350 SX-F! This bike only has 39 original hours! Electric start and fuel injected! Runs and rides perfect with no issues! Makes a great track or woods bike! Tons of power and very reliable! Don t miss out on this one. $7795 or trade! Financing available and we accept credit cards! Call or text 208-716-3244 for more details or come down to Harper Motorsports and check it out! WE SHIP TOYS NATIONWIDE! ANY ACCESSORIES CAN BE ADDED TO OUR TOYS AND WE OFFER WARRANTIES! 7168 N Government Way Dalton Gardens ID 83815 Harper-Motorsports.com We are open Monday-Tuesday by APPOINTMENT ONLY Open Wednesday - Saturday 10:00am-5:00pm Closed Sunday If you would like to make an appt to see one of our toys please call to set it up. We are very flexible and happy to meet any day!"
