mileage,price,Bike name ,Time of USed,description
5 miles,"$31,595 ",Panigale V4 S Ducati Red,New 2023 Ducati Sportbike,"2023 Ducati Panigale V4 S Ducati Red, 2023 Ducati Panigale V4 S Ducati Red"
,"$28,295 ",Multistrada V4S Iceberg White - Spoked Wheels V4 S,New 2023 Ducati Sportbike,"2023 Ducati Multistrada V4S Iceberg White - Spoked Wheels, 2023 Ducati Multistrada V4S Iceberg White - Spoked Wheels"
5 miles,"$10,995 ",Scrambler Icon 62 Yellow,New 2023 Ducati Standard,"2023 Ducati Scrambler Icon 62 Yellow, 2023 Ducati Scrambler Icon 62 Yellow"
,"$27,395 ",XDiavel S Thrilling Black,New 2023 Ducati Sportbike,"2023 Ducati XDiavel S Thrilling Black, 2022 Ducati XDiavel S"
,"$25,995 ",Diavel 1260 S Black and Steel,New 2023 Ducati Sportbike,"2023 Ducati Diavel 1260 S Black and Steel, 2023 Ducati Diavel 1260 S Black and Steel"
6 miles,"$15,595 ",Monster SP Livery 821 STRIPE,New 2023 Ducati Sportbike,"2023 Ducati Monster SP Livery, ** PRE- SOLD ** ALL NEW 2023 MONSTER SP ** SEE DLR FOR DETAILS **  2023 Ducati Monster SP Livery"
1 miles,"$18,295 ",Panigale V2 Ducati Red,New 2023 Ducati Sportbike,"2023 Ducati Panigale V2 Ducati Red, 2023 Ducati Panigale V2 Ducati Red"
,"$31,595 ",PANIGALE V4 S,New 2023 Ducati Sportbike,TFT EQUIPMENT
,"$18,999 ",STREETFIGHTER V4,  2022 Ducati Sportbike,Perfect condition 2022 Streetfighter V4. Never tracked and always garaged. Bike has Competetion Werkes Fender Eliminator kit (tail tidy) installed.
"1,800 miles","$20,995 ",Diavel 1260 S Total Black,  2022 Ducati Sportbike,"2022 Ducati Diavel 1260 S Total Black, 2022 Ducati Diavel 1260 Dark Stealth"
,"$26,295 ",Multistrada V4S Aviator Grey / Alloy Wheels V4 S SPORT,New 2022 Ducati Sportbike,"2022 Ducati Multistrada V4S Aviator Grey / Alloy Wheels, 2022 Ducati Multistrada V4S Aviator Grey / Alloy Wheels"
,"$9,995 ",Scrambler Icon Rosso Ducati,New 2022 Ducati Standard,"2022 Ducati Scrambler Icon Rosso Ducati, 2022 Ducati Scrambler Icon Rosso Ducati"
,"$23,797 ",Multistrada V4S Aviator Grey / Alloy Wheels V4 S SPORT,New 2022 Ducati Sportbike,"2022 Ducati Multistrada V4S Aviator Grey / Alloy Wheels, 2022 Ducati Multistrada V4S Aviator Grey / Alloy Wheels"
8 miles,"$20,395 ",XDiavel Dark,New 2022 Ducati Sportbike,"2022 Ducati XDiavel Dark,  Financing options starting as low as 0.99% APR and no payments for 90 days  2022 Ducati XDiavel Dark"
"3,000 miles","$24,000 ",SUPERBIKE PANIGALE V4 S,  2021 Ducati Sportbike,"2021 Panigale v4s. Fender eliminator, rizoma mirror block off plates, Ducati tank protector and tank grips. No trades."
"2,100 miles","$9,250 ",SCRAMBLER CAFE RACER,  2020 Ducati Sportbike,"NO TRADES. One owner, lightly   Ducati cafe racer, with termignoni slip on and race upmap. Brown seat added, also has original blue seat. Also includes soft side bags and mounts (not shown) along with a cover. Have a few bikes and don't have time to ride all of them is the reason for selling."
"7,134 miles","$14,898 ",MONSTER 1200 S,  2020 Ducati Sportbike,"Classic Monster Look! Excellent condition, garage kept, new tires, comes with brand new cover and carbon composite helmet."
,"$19,995 ",Diavel 1260 Dark Stealth 1260 S,  2020 Ducati Sportbike,"2020 Ducati Diavel 1260 Dark Stealth, 2020 Ducati Diavel 1260 Dark Stealth"
"5,000 miles","$14,900 ",SUPERSPORT,  2018 Ducati Sportbike,"Well kept, garage kept, lots of aftermarket parts and beautiful motorcycle which will bring you great joy. Price is negotiable and selling only because want to upgrade to Panigale."
"4,500 miles","$13,750 ",Multistrada 1200 ENDURO,  2016 Ducati Dual Sport,"Extremely clean bike. Adult owned and never ab . Tons of accessories including lowered factory seat and original height seat, two sets of tires, heated grips, bags and other stuffSend me an email for video link"
,"$9,500 ",MONSTER 1200 S,  2015 Ducati Sportbike,
"13,555 miles","$9,999 ",749 S,  2004 Ducati Sportbike,"2004 Ducati 749 S,"
,"$29,795 ",XDiavel Nera BASE,New 2022 Ducati Sportbike,"2022 Ducati XDiavel Nera,"
336 miles,"$21,000 ",STREETFIGHTER V4,  2021 Ducati Sportbike,"This bike is about as clean and new as can be. I have installed crg arrow bar end mirrors, radiator guards, NRC fender eliminator, and a carbon fiber tank fairing. Only reason I'm selling is I'm looking to get a Streetfighter SP. The reason for the low miles is it was at my lake house for a while and every time I was down there I was mostly on the water. If you have any questions feel free to reach out to me! Thanks in advance."
200 miles,"$11,110 ",SCRAMBLER® CAFE RACER,  2019 Ducati Sport Touring,"Motorcycle practically brand new, with custom exhaust . I will also include OEM Exahaust & Jacket."
"3,000 miles","$12,900 ",SUPERSPORT S,  2018 Ducati Sportbike,"2018 Ducati Supersport S 2500 miles, 937cc, manual transmission, Ducati 6 speed quick shift up/down, Akrapovic Titanium dual exhaust, Ohlins suspension, Brembo front breaks, Bosch ABS, Pirelli Diablo Rosso III tires, Ducati fender eliminator kit with integrated LED lights"
"1,550 miles","$10,000 ",SCRAMBLER DESERT SLED,  2018 Ducati Dual Sport,2018 like new condition. Never off road never dropped no scratches no dings.
,"$16,987 ",Diavel,  2018 Ducati Sportbike,
"15,878 miles","$12,995 ",PANIGALE 959,  2017 Ducati Sportbike,"Arctic white 959, aftermarket clutch and front brake reservoirs, levers, shifter and rear brake lever, wind screen, ducabike clear clutch cover ,rear fender eliminator kit. Tires are in good shape, had 15k service done 1k miles ago. Small dent in tank and normal wear - overall nice bike."
"3,000 miles","$13,500 ",MONSTER 1200 S,  2017 Ducati Sportbike,Ducati Monster 1200slike new condition with new tires and fresh service. Comes with termi exhaust and all the original parts.
,"$9,900 ",PANIGALE 899,  2014 Ducati Sportbike,"FOR SALE: In great condition. New chain, new rear tire, new battery. Maintenance record available. Track stand included. SC Project exhaust that sounds so healthy and loud. Has great suspension. 3 electronic modes w/different power levels, throttle responses, and ABS. It has great traction control and I love the quick shifter! 21,655 miles."
"65,000 miles","$5,700 ",MULTISTRADA 1200 S TOURING,  2013 Ducati Sport Touring,"Priced to sell, quality sport touring machine! Don't let the mileage discourage you, this bike is in flawless mechanical condition with service records to prove it. Small scratches and scuffs from years of riding, but starts every time and roars down country roads effortlessly.All major maintenance performed by a local Ducati-approved service center.I'll happily include extra accessories, repair manuals, and all the extra tools I've collected for this bike at no extra cost."
"12,080 miles","$4,995 ",MONSTER 620 DARK,  2005 Ducati Sportbike,"Single owner. Purchased new from Koups Cycle shop in Harrisburg pa. Not driven much the past 5 years. Starts right up. No mechanical issues. Regular maintenance with oil changes and inspections. Bike has only ever needed oil changes, tires, and a battery since new. Great bike if you’re looking for low maintenance and reliable. Great bike for shorter riders. Small scratch on tank and small tear on seat. Pictures are included."
"1,941 miles","$19,000 ",Diavel 1260 S,  2021 Ducati Cruiser,Bike is like New/Perfect condition with less than 2000 miles and NO add ons. Ready to ride! In person sales only. Please text me at 972-978-7313 if interested.
895 miles,"$16,900 ",HYPERMOTARD 950 SP,  2020 Ducati Sportbike,2020 Ducati Hypermotard SP. Perfect condition with 895 super low miles700 mile service performed before winter storage Rear fender and directional tuck Custom Flag airbrushed and signed by local artistAdult owned with no abuse Tires and paint as newOne owner with clean title in hand
"6,500 miles","$7,900 ",MONSTER 821,  2015 Ducati Standard,
"6,300 miles","$11,000 ",MONSTER 1200 S,  2014 Ducati Sportbike,"Great bike with tail tidy and termi tips. Only 6300 miles on it. Had a kid, not going to ride for a while. Garage kept and regular maintenance"
"7,631 miles","$9,000 ",848 BASE,  2008 Ducati Sportbike,"The bike is in near mint conditon with very few miles logged. It has new tires, a new battery and has been recently serviced. I purchased the bike new and have been the sole owner. Motor, transmission and brakes work as expected on a bike with so few miles."
,"$31,595 ",PANIGALE V4S PANIGALE V4 S,New 2023 Ducati Custom,"2023 Ducati PANIGALE V4S, PRE-ORDER now to get on the priority reservation listCALL 949-706-1616 and we will walk you through the process and answer any and all questions you might have."
"4,300 miles","$20,500 ",MULTISTRADA V4 S,  2022 Ducati Sport Touring,"Priced to sell, perfect condition high performance sport touring adventure bike.Travel and radar with all the bells and whistles. Dealer maintained lots of carbon fiber and extras."
925 miles,"$38,500 ",SUPERBIKE PANIGALE V4 SPECIALE,  2021 Ducati Sportbike,"925 MILES, BREAK IN SERVICE PERFORMED AT 621mi , $10K IN EXTRAS INCLUDING ARROW EXHAUST, LOTS OF EXTRA CARBON FIBER, TAIL TIDY WITH INTEGRATED SIGNALS, RADIATOR GUARDS, ETC ETC. COMES WITH DUCATI FRONT AND REAR STANDS, DUCATI TRICKLE CHARGER, AND MOST DUCATI STOCK PARTS. I HAVE ALL PAPERWORK, CLEAR TEXAS TITLE IN HAND, BIKE HAS ONLY BEEN TOUCHED BY LOCAL DUCATI DEALERSHIP. BIKE IS PERFECT IN EVERY WAY. ASKING $38,500 OBO"
350 miles,"$11,500 ",MONSTER + 937,  2021 Ducati Sportbike,Like new 2021 Ducati Monster +. Super clean only 350 miles. Only mods are euro turn signals and fender eliminator.
"1,485 miles","$10,450 ",SCRAMBLER 1100 SPORT,  2020 Ducati Sportbike,The bike has 1485 miles on it. It's been sitting in my garage and not exposed to sun. It's like new never dropped.It has clear title. All services are up to date. Last service was done around September 2022.No lowballing. Cash on hand. No test drives.Disclosure: The first two picks are with the bike in the store when I was picking it up. No test drives.Pay in full. Financing is not available. Cash or casheir check only.
"11,361 miles","$14,995 ",Multistrada 1260 S Touring,  2018 Ducati Standard,"The Multistrada 1260 truly maximizes the concept of versatility: The new 1262 cm3 Ducati Testastretta DVT engine extends powers even in low gear, the new chassis and cutting-edge electronics improve control and ease of driving in any condition and on any road."
"1,400 miles","$15,000 ",HYPERMOTARD 950 RVE,  2023 Ducati Super Moto,Limited Edition Model #70/100 manufactured.FAST & FUN! GUARANTEED TO MAKE YOU SMILE!Never stunted or dropped (adult owned).First service (600 mi.) performed at Bayside Ducati. Must Sell!
"8,000 miles","$17,000 ",Multistrada 1260 PIKES PEAK,  2019 Ducati Sportbike,
"1,375 miles","$36,000 ",PANIGALE V4 SPECIALE,  2019 Ducati Sportbike,"2019 very low mileage, look like brand new, extra clean bike with no issues, still have around 1 year of Ducati warranty."
"3,310 miles","$14,500 ",DIAVEL 1260,  2018 Ducati Sport Touring,NEVER DROPPED A FEW EXTRAS.IN HEADLINE ENGINE READS 1260. THIS NOT CORRECT THE ENGINE SIZE IS 1198
"7,142 miles","$8,499 ",Monster 821,  2016 Ducati Sportbike,
"20,464 miles","$7,295 ",Multistrada 1200 S Touring,  2014 Ducati Standard,"2014 Ducati Multistrada 1200 S Touring,"
4 miles,"$26,795 ",Multistrada 1200,New 2022 Ducati Sportbike,"2022 Ducati Multistrada,"
,"$13,995 ",Monster 1200 S Liquid Concrete Grey,  2019 Ducati Sportbike,"2019 Ducati Monster 1200 S Liquid Concrete Grey, 2019 Ducati Monster 1200 S Liquid Concrete Grey"
580 miles,"$25,995 ",STREETFIGHTER V4S,  2021 Ducati Sportbike,"2021 Ducati Streetfighter V4S$5k custom akrapovic exhaust & tunemany other mods including clear clutch cover & carbon fiber swapssave big $$$$ on sales tax and mods with thishas a few minor scrapes from being dropped in the neighborhood by my girl. Easy plastic part swaps to make brand new.Clean title in hand, no accident history"
"1,800 miles",No Price Listed,PANIGALE V4 S,  2022 Ducati Sportbike,Engine  Other Features As Stated By Seller
,No Price Listed,Multistrada V4S Aviator Grey / Alloy Wheels V4 S SPORT,New 2022 Ducati Sportbike,"2022 Ducati Multistrada V4S Aviator Grey / Alloy Wheels, 2022 Ducati Multistrada V4S Aviator Grey / Alloy Wheels"
,No Price Listed,SUPERSPORT S,  2019 Ducati Super Moto,
,No Price Listed,Scrambler 1100 Dark - Dark Stealth,New 2022 Ducati Standard,"2022 Ducati Scrambler 1100 Dark - Dark Stealth, 2022 Ducati Scrambler 1100 Shining Black"
"5,277 miles","$7,900 ",Scrambler Icon,  2019 Ducati Standard,"2019 Ducati Scrambler Icon, 2019 Ducati Scrambler Icon"
"13,839 miles","$11,995 ",Multistrada 1200 S,  2016 Ducati Standard,"2016 Ducati Multistrada 1200 S, *** Service History *** 45 Point Safety Inspection Oil change Rear tire replaced Battery replaced Fork Seals replaced  Ducati Testastretta DVT with Desmodromic Variable Timing, L-Twin cylinder, 4 valve per cylinder, Dual Spark  1198.4cc  106 x 67.9mm  Liquid  12.5:1  Bosch electronic fuel injection system, elliptical throttle bodies with Ride-by-Wire, equivalent diameter 56 mm  48mm fully adjustable usd forks. Electronic compression & rebound damping adjustment with Ducati Skyhook Suspension (DSS)  Fully adjustable unit. Electronic compression and rebound damping adjustment. Electronic spring pre-load adjustment with Ducati Skyhook Suspension (DSS). Aluminium single-sided swingarm  2 x 330 mm semi-floating discs, radially mounted Brembo monobloc Evo M50 4-piston calipers, 2-pad, radial pump with cornering ABS as standard equipment  265 mm disc, 2-piston floating calliper, with cornering ABS as standard equipment  Pirelli Scorpion Trail II 120/70 17 in.  Pirelli Scorpion Trail II 190/55 17 in.  60.2 in. (1,529 mm)  32.5 - 33.3 in. (825 - 845 mm)  24 deg.  4.3 in. (109mm)  5.3 gal. (20L)  467 lb. (212 kg)  6 speed  Chain; Front sprocket 15, Rear sprocket 40  Red"
"4,099 miles","$10,996 ",Monster 1200 S Red,  2018 Ducati Sportbike,"2018 Ducati Monster 1200 S Red, *Pre-owned Monster 1200 S now available at Ridenow Surprise! This Monster 1200 is more compact, slimmer and with sportier proportions than its predecessors while staying true to their adventurous spirit. A true beauty, the pictures don't do this ride justice. So come on down and take a look while it is still on our showroom floor!*  2018 Ducati Monster 1200 S Red"
