mileage,price,Bike,Types and Used Time,description
7 miles,"$25,985 ",R 18 B,New 2023 BMW Cruiser,"This 2023 BMW R 18 B Bagger motorcycle in Option 719 Mineral White Metallic & Sparkling Black is available for sale at Euro Cycles of Tampa Bay Florida. 8509 Gunn Hwy, Odessa, FL 33556. ph: 813-926-9937OPTIONS:Color H0A Option 719 Mineral White Metallic 1,795.00Options ZPP Premium Package 2,660.00134 Adaptive Headlight N/C17C Locking Fuel Filler Cap N/C204 Hill Start Control N/C219 Headlight Pro N/C417 Central Locking System N/C518 Heated Seat N/C530 TPM (Tire Pressure Monitor) N/C5AA Reverse Assist N/C5DF Active Cruise Control N/C603 Anti Theft Alarm System N/C64A Marshall Gold Series Stage 1 N/C132 Comfort Seat High 395.0036A Floorboards N/C376 Radio Software N/C5AB Brake Light US N/C77M Wheel Black Contrast Cut 295.00"
,"$25,215 ",R 18 B,New 2022 BMW Standard,"The R 18 B brings together full Boxer power with BMW Motorrad touring history and the emotional character of the R 18 family. The large front end featuring a fork-mounted fairing and low windscreen demonstrate a strong character. The 1802 cc of the black Big Boxer leaves no room for speculation. Still, it’s not all about displacement. The R 18 B goes significantly further. It’s made for customizing. Turn it into your unique bike and bring out the #SoulFuel."
,"$30,435 ",K 1600 GTL Gravity Blue Metallic,New 2022 BMW Sportbike,"There is a German proverb along the lines of “anyone who travels with ambitions never travels alone.” This is especially true when you are traveling with someone else. The BMW K 1600 GTL represents both these elements. It offers performance touring that leaves no wishes unfulfilled. Its powerful six-cylinder engine now delivers dynamism and superior character: thanks to the comfortably designed vehicle geometry, you can enjoy every mile. - The cockpit has also been redesigned. it has been entirely geared towards interaction with you so you can enjoy every tour even more consciously and intensively. Because traveling together starts here truly in the spirit of #RideAndShare."
75 miles,"$21,990 ",R 18 Transcontinental First Edition,  2022 BMW Touring,"The R 18 Transcontinental offers you exclusive and luxurious traveling. As a member of the R 18 family it represents BMW Motorrad’s tradition and is deeply rooted in the here and now: its unmistakable front end with the tall windscreen and the mighty Big Boxer promise a comfortable, powerful ride for miles. The automatic load compensation feature accurately adapts the chassis to the load applicable to the motorcycle. And thanks to it being prepared for customizing you can define your R 18 Transcontinental according to what you will discover on every trip: yourself. Simply put: classic #SoulFuel."
"1,288 miles","$12,995 ",R nineT,  2021 BMW Touring,
"4,285 miles","$17,995 ",R 1250 RS,  2021 BMW Sport Touring,"We now have an excellent condition, low mileage, very capable 2021 BMW R 1250 RS available for purchase! The R 1250 RS is the perfect companion for those who wish to tour in comfort while still maintaining the ability to hit a twisty corner with ease. The R 1250 RS has an upright riding position thanks to the high and wide handlebars. This helps to provide comfort over the long haul without putting unnecessary strain on your back. You’ll also be able to hit corners with ease thanks to the sporty suspension and powerful boxer engine. This example here has just 4,258 miles, was bought new from our location a year ago, and has many factory Option 719 billet aluminum parts installed. Powered by a liquid-cooled, 1,254 cc boxer twin engine, you’ll enjoy 136 hp @ 7,750 rpm & 105 lb-ft @ 6,250 rpm."
"22,131 miles","$18,999 ",K1600GTL W/ABS 1600 GTL,  2018 BMW Sport Touring,
"70,008 miles","$12,885 ",K1600GTL W/ABS 1600 GTL,  2018 BMW Touring,
"12,900 miles","$13,290 ",K 1300 S HP Package,  2012 BMW Sportbike,
"49,842 miles","$9,000 ",R 1200 GS,  2012 BMW Dual Sport,One of the greatest big boy adventure bikes available - this R1200GS is in primo condition and has a host of nice extras!
,"$25,790 ",R 18 B,New 2023 BMW Standard,"The R 18 B brings together full Boxer power with BMW Motorrad touring history and the emotional character of the R 18 family. The large front end featuring a fork-mounted fairing and low windscreen demonstrate a strong character. The 1802 cc of the black Big Boxer leaves no room for speculation. Still, it’s not all about displacement. The R 18 B goes significantly further. It’s made for customizing. Turn it into your unique bike and bring out the ."
5 miles,"$30,275 ",K 1600 GTL,New 2023 BMW Standard,TRAVELING TOGETHER
,"$16,425 ",F 850 GS 850 GS ADVENTURE,New 2023 BMW Dual Sport,"Live the challenge. Ride on where others turn back. Turn challenges into opportunities. This is the . In this process, the BMW F 850 GS is perfectly streamlined for off-roading, as can be seen from its 21-inch front wheel. What matters is your curiosity and what drives you – regardless of how far or where you want to ride. The expanded standard equipment and a variety of special equipment and special accessories means that you can easily discover what lies beyond the horizon with the F 850 GS."
,"$23,450 ",S 1000 XR,New 2023 BMW Dual Sport,"Make no concessions, demand it all. From yourself, but also from your machine. Always fighting for the racing line: every curve a few degrees deeper, a few inches tighter. Mile after mile. With the S 1000 XR, you have a motorcycle that also makes no compromises. It combines athleticism and long-distance performance in perfect form. Its sporty aggressiveness comes from the RR. Its outstanding ergonomics with the upright, relaxed seat position, however, allows you to fight for every curve and straightaway all day. A racetrack that only finishes when you want. How it should be. That is how we view the XR. What about you?"
,"$23,200 ",S 1000 XR,New 2023 BMW Dual Sport,"Make no concessions, demand it all. From yourself, but also from your machine. Always fighting for the racing line: every curve a few degrees deeper, a few inches tighter. Mile after mile. With the S 1000 XR, you have a motorcycle that also makes no compromises. It combines athleticism and long-distance performance in perfect form. Its sporty aggressiveness comes from the RR. Its outstanding ergonomics with the upright, relaxed seat position, however, allows you to fight for every curve and straightaway all day. A racetrack that only finishes when you want. How it should be. That is how we view the XR. What about you?"
,"$23,045 ",R 1250 GS,New 2023 BMW Dual Sport,"Unbridled curiosity, the courage to discover something new again and again: This is what the R 1250 GS stands for. It has been an icon for four decades - and still continues to inspire with new features. The new LED light design gives it a brilliant appearance and offers maximum visibility: This is ensured by the LED swivelling headlights with adaptive headlights. Additional equipment such as seat heating give you extra comfort and, thanks to the seven riding modes, you can master any driving situation with confidence. With this GS, your thirst for discovery knows no bounds. You live the ."
,"$25,580 ",R 1250 GS ADVENTURE,New 2023 BMW Dual Sport,"The world is there to be discovered. There’s always something new. The R 1250 GS is the queen of the touring enduro It’s just made for impassable routes, adverse conditions and the most remote destinations. That is why we have further optimized the high standard of touring suitability and comfort. From driver assistance systems, lighting technology and advanced riding modes to a USB socket, the R 1250 GS Adventure offers you everything you need to explore unknown places. And thanks to the powerful boxer engine with BMW ShiftCam, you can reach any destination with ease. Because we know: Your ideas for travelling the world are endless. Just typical ."
